generation,loss,mean,waiting_time
0,0.9077235448921415,26.560876815305683,0.7529540061950684
5,0.32193799065994616,11.008220015360056,7.297525882720947
10,0.16721990136353412,8.46150201588095,12.76691198348999
15,0.08919036507753313,12.525596670877968,18.855162620544434
20,0.0715493459631328,12.692908498195397,23.712126970291138
25,0.0715493459631328,12.692908498195397,28.425236225128174
30,0.0715493459631328,12.692908498195397,33.53911781311035
35,0.06483949349870063,22.942521581374884,38.35112285614014
40,0.06483949349870063,22.942521581374884,42.97040057182312
45,0.06289395138365107,24.609773769135337,47.676350831985474
50,0.043039276799637954,21.07596454163933,52.5566132068634
55,0.043039276799637954,21.07596454163933,58.14012861251831
60,0.03121389965593849,21.488211635243943,62.59816789627075
65,0.010704499358231706,14.119476079057236,67.28984832763672
70,0.010704499358231706,14.119476079057236,72.19690871238708
75,0.010704499358231706,14.119476079057236,76.9701497554779
80,0.010704499358231706,14.119476079057236,81.38737893104553
85,0.010190455647489462,12.864847624437806,86.18887853622437
90,0.010190455647489462,12.864847624437806,90.99700212478638
95,0.00988287434665601,12.986266180275752,95.83826971054077
100,0.009255116038378353,12.304286814891247,100.10332822799683
105,0.009255116038378353,12.304286814891247,105.65850162506104
110,0.009255116038378353,12.304286814891247,110.42201280593872
115,0.00830375356444335,12.899295879693423,115.38533687591553
120,0.00830375356444335,12.899295879693423,119.85715770721436
125,0.00830375356444335,12.899295879693423,124.65722751617432
130,0.0063053071454404735,13.469392189824024,129.45209956169128
135,0.006031547565004064,12.87425743229455,134.15366172790527
140,0.006031547565004064,12.87425743229455,138.55548095703125
145,0.005848293866750889,12.932248673766349,143.29280281066895
150,0.005286892245129143,12.127982280504003,148.15567588806152
155,0.005286892245129143,12.127982280504003,153.64815592765808
160,0.005286892245129143,12.127982280504003,158.0982551574707
165,0.005286892245129143,12.127982280504003,162.81290698051453
170,0.005286892245129143,12.127982280504003,167.66209363937378
175,0.00448181271814225,10.376203953392002,172.38993501663208
180,0.00448181271814225,10.376203953392002,176.84140253067017
185,0.00448181271814225,10.376203953392002,181.78223156929016
190,0.00448181271814225,10.376203953392002,186.5084125995636
195,0.00448181271814225,10.376203953392002,191.0620002746582
200,0.00448181271814225,10.376203953392002,195.45858335494995
205,0.003979196263175978,10.411982333513047,201.10650181770325
210,0.0037664250142794135,10.443347239126146,206.12809371948242
215,0.0037664250142794135,10.443347239126146,210.8272521495819
220,0.0037664250142794135,10.443347239126146,215.33617877960205
225,0.0037664250142794135,10.443347239126146,220.2002203464508
230,0.0035315085593085253,10.24620502573489,224.99672436714172
235,0.0035315085593085253,10.24620502573489,229.6881365776062
240,0.0035315085593085253,10.24620502573489,234.119056224823
245,0.0034571106289000993,10.061823711355311,238.89680290222168
250,0.0034571106289000993,10.061823711355311,243.7875325679779
255,0.003320019013386276,9.900341405257645,249.31201648712158
260,0.003320019013386276,9.900341405257645,253.8361086845398
265,0.0032695799914993252,9.885106023780978,259.07814717292786
270,0.0032695799914993252,9.885106023780978,263.9862940311432
275,0.0032695799914993252,9.885106023780978,269.1067967414856
280,0.003232926957528196,9.873390314410923,273.6715168952942
285,0.003232926957528196,9.873390314410923,278.8327388763428
290,0.003232926957528196,9.873390314410923,285.57311606407166
295,0.003232926957528196,9.873390314410923,291.48315954208374
