t,ib,vb1,Ts1,Tc1,soc1,voc1,vb2,Ts2,Tc2,soc2,voc2,vb3,Ts3,Tc3,soc3,voc3,vb4,Ts4,Tc4,soc4,voc4,vb5,Ts5,Tc5,soc5,voc5,vb6,Ts6,Tc6,soc6,voc6,vb7,Ts7,Tc7,soc7,voc7
0.1,-5,3.800993,35,35.00158,0.8099537,4.014402,3.615082,35,35.00184,0.6299537,3.866082,3.799633,35,35.00216,0.8999537,4.088562,3.788291,35,35.00167,0.8099537,4.014402,3.726909,35,35.00156,0.7199537,3.940242,3.849642,35,35.00206,0.9449537,4.125642,3.837653,35,35.00187,0.8999537,4.088562
0.2,-5,3.800046,35.00003,35.00316,0.8099074,4.014364,3.614044,35.00003,35.00368,0.6299074,3.866044,3.798167,35.00004,35.00432,0.8999074,4.088524,3.787142,35.00003,35.00335,0.8099074,4.014364,3.726037,35.00003,35.00313,0.7199074,3.940204,3.848604,35.00004,35.00413,0.9449074,4.125604,3.836706,35.00003,35.00375,0.8999074,4.088524
0.3,-5,3.799099,35.00008,35.00475,0.8098611,4.014326,3.613006,35.0001,35.00552,0.6298611,3.866006,3.796701,35.00011,35.0065,0.8998611,4.088486,3.785993,35.00009,35.00504,0.8098611,4.014326,3.725166,35.00008,35.0047,0.7198611,3.940166,3.847566,35.00011,35.00621,0.9448611,4.125566,3.835759,35.0001,35.00564,0.8998611,4.088486
0.4,-5,3.798152,35.00016,35.00634,0.8098148,4.014287,3.611968,35.00019,35.00738,0.6298148,3.865967,3.795235,35.00022,35.00868,0.8998148,4.088447,3.784844,35.00017,35.00673,0.8098148,4.014287,3.724295,35.00016,35.00627,0.7198148,3.940127,3.846528,35.00021,35.00829,0.9448148,4.125527,3.834812,35.00019,35.00752,0.8998148,4.088447
0.5,-5,3.797205,35.00027,35.00794,0.8097685,4.014249,3.610931,35.00031,35.00924,0.6297685,3.865929,3.79377,35.00037,35.01087,0.8997685,4.088409,3.783696,35.00029,35.00843,0.8097685,4.014249,3.723424,35.00027,35.00785,0.7197685,3.940089,3.845491,35.00035,35.01038,0.9447685,4.125489,3.833865,35.00032,35.00942,0.8997685,4.088409
0.6,-5,3.796258,35.0004,35.00954,0.8097222,4.014211,3.609893,35.00047,35.0111,0.6297222,3.865891,3.792306,35.00055,35.01308,0.8997222,4.088371,3.782548,35.00043,35.01013,0.8097222,4.014211,3.722553,35.0004,35.00944,0.7197222,3.940051,3.844454,35.00053,35.01247,0.9447222,4.125451,3.832918,35.00048,35.01132,0.8997222,4.088371
0.7,-5,3.795312,35.00056,35.01115,0.8096759,4.014173,3.608856,35.00065,35.01297,0.6296759,3.865853,3.790841,35.00077,35.01529,0.8996759,4.088333,3.7814,35.00059,35.01185,0.8096759,4.014173,3.721682,35.00055,35.01103,0.7196759,3.940013,3.843417,35.00073,35.01457,0.9446759,4.125413,3.831972,35.00066,35.01322,0.8996759,4.088333
0.8,-5,3.794365,35.00074,35.01277,0.8096296,4.014135,3.607819,35.00086,35.01485,0.6296296,3.865815,3.789377,35.00102,35.01751,0.8996296,4.088295,3.780252,35.00079,35.01357,0.8096296,4.014135,3.720811,35.00073,35.01262,0.7196296,3.939975,3.84238,35.00097,35.01668,0.9446296,4.125375,3.831025,35.00088,35.01513,0.8996296,4.088295
0.9,-5,3.793419,35.00095,35.01439,0.8095833,4.014097,3.606782,35.0011,35.01674,0.6295833,3.865777,3.787914,35.0013,35.01974,0.8995833,4.088257,3.779104,35.00101,35.0153,0.8095833,4.014097,3.719941,35.00094,35.01422,0.7195833,3.939937,3.841343,35.00124,35.01879,0.9445833,4.125337,3.830079,35.00112,35.01705,0.8995833,4.088257
1,-5,3.792472,35.00117,35.01602,0.809537,4.014059,3.605745,35.00137,35.01862,0.629537,3.865739,3.78645,35.00161,35.02197,0.899537,4.088219,3.777957,35.00125,35.01703,0.809537,4.014059,3.71907,35.00116,35.01583,0.719537,3.939899,3.840306,35.00154,35.0209,0.944537,4.125299,3.829132,35.00139,35.01897,0.899537,4.088219
1.1,-5,3.791526,35.00143,35.01765,0.8094907,4.01402,3.604708,35.00166,35.02052,0.6294907,3.8657,3.784988,35.00195,35.02422,0.8994907,4.08818,3.77681,35.00151,35.01877,0.8094907,4.01402,3.7182,35.00141,35.01744,0.7194907,3.93986,3.83927,35.00186,35.02303,0.9444907,4.12526,3.828186,35.00169,35.0209,0.8994907,4.08818
1.2,-5,3.79058,35.0017,35.01929,0.8094444,4.013982,3.603671,35.00198,35.02242,0.6294444,3.865662,3.783525,35.00233,35.02648,0.8994444,4.088142,3.775663,35.00181,35.02052,0.8094444,4.013982,3.717329,35.00168,35.01906,0.7194444,3.939822,3.838233,35.00222,35.02515,0.9444444,4.125222,3.82724,35.00201,35.02283,0.8994444,4.088142
1.3,-5,3.789634,35.00199,35.02093,0.8093981,4.013944,3.602635,35.00232,35.02433,0.6293981,3.865624,3.782063,35.00273,35.02874,0.8993981,4.088104,3.774516,35.00212,35.02228,0.8093981,4.013944,3.716459,35.00197,35.02068,0.7193981,3.939784,3.837197,35.0026,35.02729,0.9443981,4.125184,3.826294,35.00236,35.02477,0.8993981,4.088104
1.4,-5,3.788688,35.00231,35.02258,0.8093519,4.013906,3.601599,35.00269,35.02625,0.6293519,3.865586,3.780602,35.00317,35.03101,0.8993519,4.088066,3.77337,35.00246,35.02404,0.8093519,4.013906,3.715589,35.00228,35.0223,0.7193519,3.939746,3.836161,35.00302,35.02943,0.9443519,4.125146,3.825348,35.00274,35.02671,0.8993519,4.088066
1.5,-5,3.787743,35.00265,35.02424,0.8093056,4.013868,3.600562,35.00308,35.02817,0.6293056,3.865548,3.77914,35.00363,35.0333,0.8993056,4.088028,3.772223,35.00281,35.02581,0.8093056,4.013868,3.714719,35.00262,35.02394,0.7193056,3.939708,3.835126,35.00346,35.03158,0.9443056,4.125108,3.824403,35.00314,35.02866,0.8993056,4.088028
1.6,-5,3.786797,35.00301,35.0259,0.8092593,4.01383,3.599526,35.00349,35.03009,0.6292593,3.86551,3.77768,35.00412,35.03559,0.8992593,4.08799,3.771077,35.0032,35.02758,0.8092593,4.01383,3.713849,35.00297,35.02557,0.7192593,3.93967,3.83409,35.00392,35.03373,0.9442593,4.12507,3.823457,35.00356,35.03061,0.8992593,4.08799
1.7,-5,3.785851,35.00338,35.02756,0.809213,4.013791,3.59849,35.00393,35.03203,0.629213,3.865471,3.776219,35.00464,35.03789,0.899213,4.087951,3.769931,35.0036,35.02937,0.809213,4.013791,3.712979,35.00334,35.02721,0.719213,3.939631,3.833055,35.00441,35.03589,0.944213,4.125031,3.822511,35.00401,35.03257,0.899213,4.087951
1.8,-5,3.784906,35.00378,35.02924,0.8091667,4.013753,3.597455,35.00439,35.03396,0.6291667,3.865433,3.774759,35.00519,35.0402,0.8991667,4.087913,3.768786,35.00402,35.03116,0.8091667,4.013753,3.71211,35.00373,35.02886,0.7191667,3.939593,3.832019,35.00493,35.03805,0.9441667,4.124993,3.821566,35.00447,35.03454,0.8991667,4.087913
1.9,-5,3.783961,35.0042,35.03091,0.8091204,4.013715,3.596419,35.00488,35.03591,0.6291204,3.865395,3.773299,35.00576,35.04252,0.8991204,4.087875,3.76764,35.00447,35.03296,0.8091204,4.013715,3.71124,35.00415,35.03051,0.7191204,3.939555,3.830984,35.00547,35.04023,0.9441204,4.124955,3.820621,35.00497,35.03651,0.8991204,4.087875
2,-5,3.783015,35.00463,35.0326,0.8090741,4.013677,3.595384,35.00538,35.03786,0.6290741,3.865357,3.77184,35.00636,35.04485,0.8990741,4.087837,3.766495,35.00493,35.03476,0.8090741,4.013677,3.710371,35.00458,35.03217,0.7190741,3.939517,3.829949,35.00604,35.0424,0.9440741,4.124917,3.819675,35.00548,35.03849,0.8990741,4.087837
2.1,-5,3.78207,35.00509,35.03429,0.8090278,4.013639,3.594348,35.00591,35.03982,0.6290278,3.865319,3.770381,35.00699,35.04719,0.8990278,4.087799,3.76535,35.00541,35.03658,0.8090278,4.013639,3.709501,35.00502,35.03383,0.7190278,3.939479,3.828915,35.00663,35.04459,0.9440278,4.124879,3.81873,35.00602,35.04047,0.8990278,4.087799
2.2,-5,3.781125,35.00556,35.03598,0.8089815,4.013601,3.593313,35.00646,35.04178,0.6289815,3.865281,3.768923,35.00764,35.04954,0.8989815,4.087761,3.764205,35.00592,35.0384,0.8089815,4.013601,3.708632,35.00549,35.0355,0.7189815,3.939441,3.82788,35.00724,35.04678,0.9439815,4.124841,3.817785,35.00657,35.04246,0.8989815,4.087761
2.3,-5,3.78018,35.00605,35.03768,0.8089352,4.013563,3.592278,35.00703,35.04375,0.6289352,3.865243,3.767465,35.00831,35.05189,0.8989352,4.087723,3.76306,35.00644,35.04022,0.8089352,4.013563,3.707763,35.00597,35.03717,0.7189352,3.939403,3.826846,35.00788,35.04897,0.9439352,4.124803,3.81684,35.00715,35.04445,0.8989352,4.087723
2.4,-5,3.779235,35.00655,35.03939,0.8088889,4.013524,3.591243,35.00762,35.04573,0.6288889,3.865204,3.766007,35.00901,35.05426,0.8988889,4.087684,3.761916,35.00698,35.04206,0.8088889,4.013524,3.706894,35.00647,35.03885,0.7188889,3.939364,3.825812,35.00853,35.05117,0.9438889,4.124764,3.815895,35.00775,35.04645,0.8988889,4.087684
2.5,-5,3.778291,35.00708,35.0411,0.8088426,4.013486,3.590208,35.00822,35.04771,0.6288426,3.865166,3.76455,35.00973,35.05663,0.8988426,4.087646,3.760772,35.00754,35.0439,0.8088426,4.013486,3.706025,35.00699,35.04053,0.7188426,3.939326,3.824778,35.00921,35.05338,0.9438426,4.124726,3.814951,35.00836,35.04845,0.8988426,4.087646
2.6,-5,3.777346,35.00762,35.04282,0.8087963,4.013448,3.589174,35.00885,35.0497,0.6287963,3.865128,3.763093,35.01048,35.05902,0.8987963,4.087608,3.759628,35.00812,35.04575,0.8087963,4.013448,3.705156,35.00752,35.04222,0.7187963,3.939288,3.823744,35.00992,35.0556,0.9437963,4.124688,3.814006,35.009,35.05046,0.8987963,4.087608
2.7,-5,3.776402,35.00817,35.04454,0.80875,4.01341,3.588139,35.0095,35.0517,0.62875,3.86509,3.761636,35.01124,35.06141,0.89875,4.08757,3.758484,35.00871,35.0476,0.80875,4.01341,3.704287,35.00807,35.04391,0.71875,3.93925,3.82271,35.01064,35.05782,0.94375,4.12465,3.813062,35.00966,35.05248,0.89875,4.08757
2.8,-5,3.775457,35.00875,35.04627,0.8087037,4.013372,3.587105,35.01016,35.0537,0.6287037,3.865052,3.76018,35.01203,35.06381,0.8987037,4.087532,3.75734,35.00933,35.04947,0.8087037,4.013372,3.703419,35.00863,35.04561,0.7187037,3.939212,3.821676,35.01138,35.06004,0.9437037,4.124612,3.812117,35.01033,35.0545,0.8987037,4.087532
2.9,-5,3.774513,35.00934,35.04801,0.8086574,4.013334,3.58607,35.01084,35.05571,0.6286574,3.865014,3.758724,35.01285,35.06623,0.8986574,4.087494,3.756197,35.00996,35.05134,0.8086574,4.013334,3.70255,35.00921,35.04732,0.7186574,3.939174,3.820643,35.01214,35.06228,0.9436574,4.124574,3.811173,35.01102,35.05652,0.8986574,4.087494
3,-5,3.773569,35.00994,35.04975,0.8086111,4.013296,3.585036,35.01154,35.05772,0.6286111,3.864976,3.757269,35.01368,35.06865,0.8986111,4.087456,3.755054,35.0106,35.05321,0.8086111,4.013296,3.701682,35.00981,35.04903,0.7186111,3.939136,3.81961,35.01293,35.06451,0.9436111,4.124536,3.810229,35.01173,35.05856,0.8986111,4.087456
3.1,-5,3.772625,35.01056,35.0515,0.8085648,4.013257,3.584002,35.01226,35.05975,0.6285648,3.864937,3.755814,35.01454,35.07108,0.8985648,4.087417,3.753911,35.01127,35.0551,0.8085648,4.013257,3.700814,35.01042,35.05074,0.7185648,3.939097,3.818577,35.01373,35.06676,0.9435648,4.124497,3.809285,35.01246,35.06059,0.8985648,4.087417
3.2,-5,3.771681,35.01119,35.05325,0.8085185,4.013219,3.582969,35.013,35.06177,0.6285185,3.864899,3.754359,35.01541,35.07352,0.8985185,4.087379,3.752768,35.01195,35.05699,0.8085185,4.013219,3.699946,35.01104,35.05246,0.7185185,3.939059,3.817544,35.01455,35.06901,0.9435185,4.124459,3.808341,35.01321,35.06264,0.8985185,4.087379
3.3,-5,3.770737,35.01184,35.05501,0.8084722,4.013181,3.581935,35.01375,35.06381,0.6284722,3.864861,3.752905,35.01631,35.07597,0.8984722,4.087341,3.751626,35.01264,35.05889,0.8084722,4.013181,3.699077,35.01168,35.05419,0.7184722,3.939021,3.816511,35.01539,35.07127,0.9434722,4.124421,3.807397,35.01397,35.06469,0.8984722,4.087341
3.4,-5,3.769793,35.0125,35.05677,0.8084259,4.013143,3.580901,35.01452,35.06585,0.6284259,3.864823,3.751451,35.01722,35.07843,0.8984259,4.087303,3.750483,35.01335,35.0608,0.8084259,4.013143,3.698209,35.01233,35.05592,0.7184259,3.938983,3.815479,35.01625,35.07353,0.9434259,4.124383,3.806453,35.01475,35.06674,0.8984259,4.087303
3.5,-5,3.76885,35.01318,35.05854,0.8083796,4.013105,3.579868,35.0153,35.06789,0.6283796,3.864785,3.749998,35.01816,35.08089,0.8983796,4.087265,3.749341,35.01408,35.06271,0.8083796,4.013105,3.697342,35.013,35.05765,0.7183796,3.938945,3.814446,35.01712,35.0758,0.9433796,4.124345,3.80551,35.01554,35.0688,0.8983796,4.087265
3.6,-5,3.767906,35.01387,35.06032,0.8083333,4.013067,3.578835,35.0161,35.06995,0.6283333,3.864747,3.748545,35.01912,35.08337,0.8983333,4.087227,3.748199,35.01482,35.06463,0.8083333,4.013067,3.696474,35.01368,35.05939,0.7183333,3.938907,3.813414,35.01802,35.07808,0.9433333,4.124307,3.804566,35.01635,35.07087,0.8983333,4.087227
3.7,-5,3.766963,35.01458,35.0621,0.808287,4.013029,3.577802,35.01692,35.07201,0.628287,3.864709,3.747092,35.02009,35.08586,0.898287,4.087189,3.747058,35.01557,35.06656,0.808287,4.013029,3.695606,35.01437,35.06114,0.718287,3.938869,3.812382,35.01893,35.08036,0.943287,4.124269,3.803623,35.01718,35.07294,0.898287,4.087189
3.8,-5,3.766019,35.01529,35.06389,0.8082407,4.01299,3.576769,35.01775,35.07407,0.6282407,3.86467,3.74564,35.02109,35.08835,0.8982407,4.08715,3.745916,35.01634,35.06849,0.8082407,4.01299,3.694739,35.01508,35.06289,0.7182407,3.93883,3.81135,35.01985,35.08265,0.9432407,4.12423,3.802679,35.01802,35.07502,0.8982407,4.08715
3.9,-5,3.765076,35.01603,35.06569,0.8081944,4.012952,3.575736,35.0186,35.07614,0.6281944,3.864632,3.744188,35.0221,35.09086,0.8981944,4.087112,3.744775,35.01713,35.07044,0.8081944,4.012952,3.693871,35.0158,35.06465,0.7181944,3.938792,3.810319,35.0208,35.08495,0.9431944,4.124192,3.801736,35.01888,35.0771,0.8981944,4.087112
4,-5,3.764133,35.01677,35.06749,0.8081481,4.012914,3.574703,35.01946,35.07822,0.6281481,3.864594,3.742736,35.02313,35.09337,0.8981481,4.087074,3.743634,35.01793,35.07239,0.8081481,4.012914,3.693004,35.01653,35.06641,0.7181481,3.938754,3.809287,35.02176,35.08725,0.9431481,4.124154,3.800793,35.01975,35.07919,0.8981481,4.087074
4.1,-5,3.76319,35.01752,35.06929,0.8081019,4.012876,3.57367,35.02034,35.08031,0.6281019,3.864556,3.741285,35.02418,35.09589,0.8981019,4.087036,3.742493,35.01874,35.07434,0.8081019,4.012876,3.692137,35.01727,35.06818,0.7181019,3.938716,3.808256,35.02273,35.08956,0.9431019,4.124116,3.79985,35.02063,35.08129,0.8981019,4.087036
4.2,-5,3.762247,35.01829,35.0711,0.8080556,4.012838,3.572638,35.02123,35.0824,0.6280556,3.864518,3.739834,35.02524,35.09843,0.8980556,4.086998,3.741352,35.01957,35.07631,0.8080556,4.012838,3.69127,35.01803,35.06995,0.7180556,3.938678,3.807225,35.02372,35.09187,0.9430556,4.124078,3.798907,35.02153,35.08339,0.8980556,4.086998
4.3,-5,3.761304,35.01907,35.07292,0.8080093,4.0128,3.571606,35.02213,35.0845,0.6280093,3.86448,3.738384,35.02632,35.10097,0.8980093,4.08696,3.740212,35.02041,35.07828,0.8080093,4.0128,3.690403,35.01879,35.07173,0.7180093,3.93864,3.806194,35.02473,35.09419,0.9430093,4.12404,3.797964,35.02245,35.0855,0.8980093,4.08696
4.4,-5,3.760362,35.01987,35.07474,0.807963,4.012761,3.570574,35.02305,35.0866,0.627963,3.864441,3.736934,35.02742,35.10352,0.897963,4.086921,3.739072,35.02126,35.08026,0.807963,4.012761,3.689536,35.01957,35.07351,0.717963,3.938601,3.805163,35.02575,35.09652,0.942963,4.124001,3.797022,35.02337,35.08761,0.897963,4.086921
4.5,-5,3.759419,35.02067,35.07657,0.8079167,4.012723,3.569542,35.02398,35.08871,0.6279167,3.864403,3.735485,35.02854,35.10608,0.8979167,4.086883,3.737932,35.02212,35.08224,0.8079167,4.012723,3.688669,35.02036,35.0753,0.7179167,3.938563,3.804132,35.02679,35.09885,0.9429167,4.123963,3.796079,35.02431,35.08973,0.8979167,4.086883
4.6,-5,3.758476,35.02149,35.07841,0.8078704,4.012685,3.56851,35.02492,35.09083,0.6278704,3.864365,3.734035,35.02967,35.10865,0.8978704,4.086845,3.736792,35.023,35.08424,0.8078704,4.012685,3.687802,35.02117,35.0771,0.7178704,3.938525,3.803102,35.02784,35.10119,0.9428704,4.123925,3.795136,35.02527,35.09185,0.8978704,4.086845
4.7,-5,3.757534,35.02231,35.08025,0.8078241,4.012647,3.567478,35.02588,35.09295,0.6278241,3.864327,3.732587,35.03082,35.11123,0.8978241,4.086807,3.735652,35.02389,35.08624,0.8078241,4.012647,3.686936,35.02198,35.0789,0.7178241,3.938487,3.802071,35.0289,35.10354,0.9428241,4.123887,3.794194,35.02623,35.09398,0.8978241,4.086807
4.8,-5,3.756592,35.02315,35.0821,0.8077778,4.012609,3.566446,35.02685,35.09508,0.6277778,3.864289,3.731138,35.03199,35.11382,0.8977778,4.086769,3.734513,35.0248,35.08825,0.8077778,4.012609,3.686069,35.0228,35.0807,0.7177778,3.938449,3.801041,35.02998,35.10589,0.9427778,4.123849,3.793252,35.02721,35.09612,0.8977778,4.086769
4.9,-5,3.75565,35.024,35.08395,0.8077315,4.012571,3.565415,35.02783,35.09722,0.6277315,3.864251,3.72969,35.03317,35.11642,0.8977315,4.086731,3.733374,35.02571,35.09026,0.8077315,4.012571,3.685203,35.02364,35.08251,0.7177315,3.938411,3.800011,35.03107,35.10825,0.9427315,4.123811,3.79231,35.02821,35.09826,0.8977315,4.086731
5,0,3.968155,35.02486,35.0839,0.8077315,4.012571,3.815422,35.02883,35.09716,0.6277315,3.864251,4.017209,35.03436,35.11635,0.8977315,4.086731,3.958384,35.02664,35.09021,0.8077315,4.012571,3.897708,35.02448,35.08247,0.7177315,3.938411,4.07502,35.03218,35.10819,0.9427315,4.123811,4.042315,35.02921,35.0982,0.8977315,4.086731
5.1,0,3.96816,35.0257,35.08385,0.8077315,4.012571,3.815429,35.0298,35.09711,0.6277315,3.864251,4.017229,35.03553,35.11628,0.8977315,4.086731,3.958394,35.02754,35.09016,0.8077315,4.012571,3.897713,35.0253,35.08242,0.7177315,3.938411,4.075028,35.03326,35.10812,0.9427315,4.123811,4.04232,35.03019,35.09815,0.8977315,4.086731
5.2,0,3.968165,35.02652,35.08381,0.8077315,4.012571,3.815435,35.03074,35.09705,0.6277315,3.864251,4.017248,35.03666,35.11622,0.8977315,4.086731,3.958405,35.02842,35.09011,0.8077315,4.012571,3.897718,35.0261,35.08237,0.7177315,3.938411,4.075036,35.03431,35.10806,0.9427315,4.123811,4.042325,35.03114,35.09809,0.8977315,4.086731
5.3,0,3.96817,35.02731,35.08376,0.8077315,4.012571,3.815442,35.03166,35.097,0.6277315,3.864251,4.017267,35.03777,35.11615,0.8977315,4.086731,3.958415,35.02928,35.09006,0.8077315,4.012571,3.897724,35.02688,35.08233,0.7177315,3.938411,4.075045,35.03533,35.108,0.9427315,4.123811,4.04233,35.03207,35.09804,0.8977315,4.086731
5.4,0,3.968176,35.02808,35.08371,0.8077315,4.012571,3.815449,35.03256,35.09695,0.6277315,3.864251,4.017286,35.03884,35.11609,0.8977315,4.086731,3.958425,35.03011,35.09001,0.8077315,4.012571,3.897729,35.02764,35.08228,0.7177315,3.938411,4.075053,35.03632,35.10794,0.9427315,4.123811,4.042336,35.03297,35.09798,0.8977315,4.086731
5.5,0,3.968181,35.02883,35.08367,0.8077315,4.012571,3.815456,35.03343,35.09689,0.6277315,3.864251,4.017305,35.03989,35.11603,0.8977315,4.086731,3.958435,35.03092,35.08996,0.8077315,4.012571,3.897734,35.02838,35.08224,0.7177315,3.938411,4.075061,35.03729,35.10789,0.9427315,4.123811,4.042341,35.03385,35.09793,0.8977315,4.086731
5.6,0,3.968186,35.02957,35.08362,0.8077315,4.012571,3.815463,35.03427,35.09684,0.6277315,3.864251,4.017324,35.0409,35.11596,0.8977315,4.086731,3.958446,35.03171,35.08991,0.8077315,4.012571,3.897739,35.0291,35.08219,0.7177315,3.938411,4.07507,35.03823,35.10783,0.9427315,4.123811,4.042346,35.0347,35.09788,0.8977315,4.086731
5.7,0,3.968191,35.03028,35.08358,0.8077315,4.012571,3.815469,35.0351,35.09679,0.6277315,3.864251,4.017343,35.0419,35.1159,0.8977315,4.086731,3.958456,35.03248,35.08986,0.8077315,4.012571,3.897745,35.0298,35.08215,0.7177315,3.938411,4.075078,35.03915,35.10777,0.9427315,4.123811,4.042351,35.03553,35.09783,0.8977315,4.086731
5.8,0,3.968196,35.03097,35.08354,0.8077315,4.012571,3.815476,35.0359,35.09674,0.6277315,3.864251,4.017362,35.04286,35.11584,0.8977315,4.086731,3.958466,35.03323,35.08982,0.8077315,4.012571,3.89775,35.03048,35.08211,0.7177315,3.938411,4.075086,35.04004,35.10772,0.9427315,4.123811,4.042356,35.03634,35.09778,0.8977315,4.086731
5.9,0,3.968201,35.03165,35.08349,0.8077315,4.012571,3.815483,35.03668,35.09669,0.6277315,3.864251,4.017381,35.0438,35.11578,0.8977315,4.086731,3.958477,35.03396,35.08977,0.8077315,4.012571,3.897755,35.03114,35.08206,0.7177315,3.938411,4.075095,35.04091,35.10766,0.9427315,4.123811,4.042361,35.03713,35.09773,0.8977315,4.086731
6,0,3.968207,35.03231,35.08345,0.8077315,4.012571,3.81549,35.03744,35.09664,0.6277315,3.864251,4.0174,35.04471,35.11572,0.8977315,4.086731,3.958487,35.03466,35.08972,0.8077315,4.012571,3.89776,35.03179,35.08202,0.7177315,3.938411,4.075103,35.04175,35.10761,0.9427315,4.123811,4.042367,35.0379,35.09768,0.8977315,4.086731
6.1,0,3.968212,35.03295,35.08341,0.8077315,4.012571,3.815497,35.03818,35.09659,0.6277315,3.864251,4.017419,35.0456,35.11567,0.8977315,4.086731,3.958497,35.03535,35.08968,0.8077315,4.012571,3.897765,35.03241,35.08198,0.7177315,3.938411,4.075111,35.04257,35.10755,0.9427315,4.123811,4.042372,35.03864,35.09763,0.8977315,4.086731
6.2,0,3.968217,35.03357,35.08337,0.8077315,4.012571,3.815504,35.0389,35.09655,0.6277315,3.864251,4.017438,35.04647,35.11561,0.8977315,4.086731,3.958507,35.03603,35.08964,0.8077315,4.012571,3.897771,35.03303,35.08194,0.7177315,3.938411,4.07512,35.04337,35.1075,0.9427315,4.123811,4.042377,35.03937,35.09758,0.8977315,4.086731
6.3,0,3.968222,35.03418,35.08333,0.8077315,4.012571,3.81551,35.0396,35.0965,0.6277315,3.864251,4.017457,35.04731,35.11555,0.8977315,4.086731,3.958518,35.03668,35.08959,0.8077315,4.012571,3.897776,35.03362,35.0819,0.7177315,3.938411,4.075128,35.04415,35.10745,0.9427315,4.123811,4.042382,35.04008,35.09753,0.8977315,4.086731
6.4,0,3.968227,35.03477,35.08329,0.8077315,4.012571,3.815517,35.04029,35.09645,0.6277315,3.864251,4.017476,35.04813,35.1155,0.8977315,4.086731,3.958528,35.03731,35.08955,0.8077315,4.012571,3.897781,35.0342,35.08186,0.7177315,3.938411,4.075136,35.04491,35.1074,0.9427315,4.123811,4.042387,35.04077,35.09748,0.8977315,4.086731
6.5,0,3.968232,35.03534,35.08325,0.8077315,4.012571,3.815524,35.04095,35.09641,0.6277315,3.864251,4.017495,35.04893,35.11544,0.8977315,4.086731,3.958538,35.03793,35.08951,0.8077315,4.012571,3.897786,35.03476,35.08182,0.7177315,3.938411,4.075145,35.04565,35.10734,0.9427315,4.123811,4.042392,35.04144,35.09744,0.8977315,4.086731
6.6,0,3.968238,35.0359,35.08321,0.8077315,4.012571,3.815531,35.0416,35.09636,0.6277315,3.864251,4.017514,35.04971,35.11539,0.8977315,4.086731,3.958548,35.03854,35.08946,0.8077315,4.012571,3.897791,35.03531,35.08178,0.7177315,3.938411,4.075153,35.04637,35.10729,0.9427315,4.123811,4.042398,35.04209,35.09739,0.8977315,4.086731
6.7,0,3.968243,35.03644,35.08317,0.8077315,4.012571,3.815538,35.04223,35.09632,0.6277315,3.864251,4.017533,35.05046,35.11534,0.8977315,4.086731,3.958559,35.03912,35.08942,0.8077315,4.012571,3.897797,35.03585,35.08175,0.7177315,3.938411,4.075161,35.04707,35.10724,0.9427315,4.123811,4.042403,35.04272,35.09735,0.8977315,4.086731
6.8,0,3.968248,35.03697,35.08313,0.8077315,4.012571,3.815544,35.04284,35.09627,0.6277315,3.864251,4.017552,35.0512,35.11528,0.8977315,4.086731,3.958569,35.03969,35.08938,0.8077315,4.012571,3.897802,35.03637,35.08171,0.7177315,3.938411,4.075169,35.04775,35.1072,0.9427315,4.123811,4.042408,35.04334,35.0973,0.8977315,4.086731
6.9,0,3.968253,35.03749,35.08309,0.8077315,4.012571,3.815551,35.04344,35.09623,0.6277315,3.864251,4.017571,35.05191,35.11523,0.8977315,4.086731,3.958579,35.04025,35.08934,0.8077315,4.012571,3.897807,35.03687,35.08167,0.7177315,3.938411,4.075178,35.04841,35.10715,0.9427315,4.123811,4.042413,35.04394,35.09726,0.8977315,4.086731
7,0,3.968258,35.03799,35.08306,0.8077315,4.012571,3.815558,35.04402,35.09619,0.6277315,3.864251,4.01759,35.05261,35.11518,0.8977315,4.086731,3.958589,35.04079,35.0893,0.8077315,4.012571,3.897812,35.03736,35.08164,0.7177315,3.938411,4.075186,35.04906,35.1071,0.9427315,4.123811,4.042418,35.04453,35.09722,0.8977315,4.086731
7.1,0,3.968263,35.03848,35.08302,0.8077315,4.012571,3.815565,35.04458,35.09614,0.6277315,3.864251,4.017609,35.05329,35.11513,0.8977315,4.086731,3.9586,35.04132,35.08926,0.8077315,4.012571,3.897817,35.03784,35.0816,0.7177315,3.938411,4.075194,35.04968,35.10705,0.9427315,4.123811,4.042423,35.0451,35.09717,0.8977315,4.086731
7.2,0,3.968269,35.03895,35.08298,0.8077315,4.012571,3.815572,35.04513,35.0961,0.6277315,3.864251,4.017628,35.05395,35.11508,0.8977315,4.086731,3.95861,35.04183,35.08922,0.8077315,4.012571,3.897823,35.03831,35.08156,0.7177315,3.938411,4.075203,35.05029,35.107,0.9427315,4.123811,4.042429,35.04565,35.09713,0.8977315,4.086731
7.3,0,3.968274,35.03941,35.08295,0.8077315,4.012571,3.815579,35.04566,35.09606,0.6277315,3.864251,4.017647,35.05459,35.11503,0.8977315,4.086731,3.95862,35.04233,35.08918,0.8077315,4.012571,3.897828,35.03876,35.08153,0.7177315,3.938411,4.075211,35.05089,35.10696,0.9427315,4.123811,4.042434,35.04619,35.09709,0.8977315,4.086731
