t,ib,vb1,Ts1,Tc1,soc1,voc1,vb2,Ts2,Tc2,soc2,voc2,vb3,Ts3,Tc3,soc3,voc3,vb4,Ts4,Tc4,soc4,voc4,vb5,Ts5,Tc5,soc5,voc5,vb6,Ts6,Tc6,soc6,voc6,vb7,Ts7,Tc7,soc7,voc7
32.1,-7.902434,3.629868,35.28445,35.54557,0.8076219,4.01248,3.417589,35.3344,35.64018,0.6276219,3.86416,3.55861,35.38624,35.7424,0.8976219,4.08664,3.599666,35.30199,35.57967,0.8076219,4.01248,3.559599,35.28415,35.54396,0.7176219,3.93832,3.637616,35.36756,35.70562,0.9426219,4.12372,3.64476,35.33402,35.6411,0.8976219,4.08664
32.2,-7.902434,3.628377,35.28676,35.54986,0.8075487,4.01242,3.415956,35.33711,35.64516,0.6275487,3.8641,3.556312,35.38941,35.74837,0.8975487,4.08658,3.597861,35.30446,35.58431,0.8075487,4.01242,3.558227,35.28644,35.54818,0.7175487,3.93826,3.635984,35.37057,35.71111,0.9425487,4.12366,3.643269,35.33675,35.64608,0.8975487,4.08658
32.3,-7.902434,3.626885,35.2891,35.55417,0.8074755,4.01236,3.414322,35.33982,35.65015,0.6274755,3.86404,3.554015,35.39261,35.75435,0.8974755,4.08652,3.596056,35.30694,35.58897,0.8074755,4.01236,3.556855,35.28875,35.55241,0.7174755,3.9382,3.634352,35.37359,35.71661,0.9424755,4.1236,3.641777,35.33949,35.65108,0.8974755,4.08652
32.4,-7.902434,3.625394,35.29144,35.55849,0.8074024,4.0123,3.412689,35.34256,35.65516,0.6274024,3.86398,3.551718,35.39583,35.76037,0.8974024,4.08646,3.594251,35.30944,35.59364,0.8074024,4.0123,3.555484,35.29108,35.55666,0.7174024,3.93814,3.632721,35.37663,35.72212,0.9424024,4.12354,3.640286,35.34225,35.65609,0.8974024,4.08646
32.5,-7.902434,3.623903,35.29381,35.56282,0.8073292,4.012239,3.411056,35.34532,35.66019,0.6273292,3.863919,3.549422,35.39907,35.7664,0.8973292,4.086399,3.592446,35.31196,35.59834,0.8073292,4.012239,3.554112,35.29342,35.56092,0.7173292,3.938079,3.63109,35.37969,35.72766,0.9423292,4.123479,3.638795,35.34503,35.66111,0.8973292,4.086399
32.6,-7.902434,3.622412,35.29618,35.56717,0.807256,4.012179,3.409423,35.34809,35.66523,0.627256,3.863859,3.547126,35.40233,35.77247,0.897256,4.086339,3.590642,35.3145,35.60305,0.807256,4.012179,3.552741,35.29577,35.5652,0.717256,3.938019,3.629459,35.38277,35.7332,0.942256,4.123419,3.637304,35.34783,35.66615,0.897256,4.086339
32.7,-7.902434,3.620921,35.29858,35.57154,0.8071829,4.012119,3.407791,35.35088,35.67029,0.6271829,3.863799,3.544832,35.40562,35.77855,0.8971829,4.086279,3.588838,35.31706,35.60778,0.8071829,4.012119,3.55137,35.29814,35.56949,0.7171829,3.937959,3.627828,35.38587,35.73877,0.9421829,4.123359,3.635813,35.35064,35.6712,0.8971829,4.086279
32.8,-7.902434,3.61943,35.30099,35.57592,0.8071097,4.012058,3.406159,35.35369,35.67536,0.6271097,3.863738,3.542537,35.40893,35.78466,0.8971097,4.086218,3.587035,35.31963,35.61253,0.8071097,4.012058,3.549999,35.30053,35.57379,0.7171097,3.937898,3.626198,35.38899,35.74435,0.9421097,4.123298,3.634322,35.35347,35.67627,0.8971097,4.086218
32.9,-7.902434,3.61794,35.30341,35.58032,0.8070365,4.011998,3.404527,35.35651,35.68046,0.6270365,3.863678,3.540244,35.41227,35.79079,0.8970365,4.086158,3.585231,35.32222,35.6173,0.8070365,4.011998,3.548629,35.30293,35.57811,0.7170365,3.937838,3.624568,35.39212,35.74995,0.9420365,4.123238,3.632832,35.35632,35.68136,0.8970365,4.086158
33,-7.902434,3.61645,35.30585,35.58473,0.8069633,4.011938,3.402895,35.35936,35.68556,0.6269633,3.863618,3.537951,35.41562,35.79695,0.8969633,4.086098,3.583429,35.32483,35.62208,0.8069633,4.011938,3.547258,35.30534,35.58244,0.7169633,3.937778,3.622938,35.39527,35.75557,0.9419633,4.123178,3.631341,35.35918,35.68646,0.8969633,4.086098
33.1,-7.902434,3.614959,35.30831,35.58916,0.8068902,4.011878,3.401263,35.36222,35.69069,0.6268902,3.863558,3.535658,35.419,35.80313,0.8968902,4.086038,3.581626,35.32746,35.62689,0.8068902,4.011878,3.545888,35.30777,35.58678,0.7168902,3.937718,3.621308,35.39845,35.7612,0.9418902,4.123118,3.629851,35.36206,35.69157,0.8968902,4.086038
33.2,-7.902434,3.61347,35.31078,35.5936,0.806817,4.011817,3.399632,35.36509,35.69583,0.626817,3.863497,3.533367,35.4224,35.80934,0.896817,4.085977,3.579824,35.33011,35.63171,0.806817,4.011817,3.544517,35.31021,35.59114,0.716817,3.937657,3.619679,35.40164,35.76685,0.941817,4.123057,3.628361,35.36496,35.6967,0.896817,4.085977
33.3,-7.902434,3.61198,35.31327,35.59806,0.8067438,4.011757,3.398001,35.36799,35.70099,0.6267438,3.863437,3.531076,35.42583,35.81557,0.8967438,4.085917,3.578022,35.33277,35.63656,0.8067438,4.011757,3.543147,35.31267,35.59551,0.7167438,3.937597,3.61805,35.40484,35.77251,0.9417438,4.122997,3.626871,35.36787,35.70185,0.8967438,4.085917
33.4,-7.902434,3.61049,35.31577,35.60254,0.8066707,4.011697,3.39637,35.3709,35.70617,0.6266707,3.863377,3.528785,35.42927,35.82182,0.8966707,4.085857,3.57622,35.33545,35.64142,0.8066707,4.011697,3.541778,35.31514,35.5999,0.7166707,3.937537,3.616421,35.40807,35.77819,0.9416707,4.122937,3.625382,35.3708,35.707,0.8966707,4.085857
33.5,-7.902434,3.609001,35.31828,35.60702,0.8065975,4.011636,3.394739,35.37382,35.71136,0.6265975,3.863316,3.526495,35.43274,35.8281,0.8965975,4.085796,3.574419,35.33814,35.6463,0.8065975,4.011636,3.540408,35.31763,35.6043,0.7165975,3.937476,3.614793,35.41131,35.78389,0.9415975,4.122876,3.623892,35.37374,35.71218,0.8965975,4.085796
33.6,-7.902434,3.607511,35.32081,35.61153,0.8065243,4.011576,3.393109,35.37677,35.71657,0.6265243,3.863256,3.524206,35.43623,35.8344,0.8965243,4.085736,3.572618,35.34085,35.6512,0.8065243,4.011576,3.539038,35.32013,35.60871,0.7165243,3.937416,3.613164,35.41457,35.78961,0.9415243,4.122816,3.622403,35.3767,35.71737,0.8965243,4.085736
33.7,-7.902434,3.606022,35.32336,35.61605,0.8064512,4.011516,3.391478,35.37973,35.7218,0.6264512,3.863196,3.521917,35.43974,35.84072,0.8964512,4.085676,3.570818,35.34358,35.65612,0.8064512,4.011516,3.537669,35.32264,35.61314,0.7164512,3.937356,3.611536,35.41785,35.79534,0.9414512,4.122756,3.620914,35.37968,35.72257,0.8964512,4.085676
33.8,-7.902434,3.604533,35.32592,35.62058,0.806378,4.011455,3.389848,35.3827,35.72704,0.626378,3.863135,3.519629,35.44327,35.84707,0.896378,4.085615,3.569017,35.34633,35.66106,0.806378,4.011455,3.5363,35.32516,35.61758,0.716378,3.937295,3.609909,35.42114,35.80108,0.941378,4.122695,3.619425,35.38267,35.72779,0.896378,4.085615
33.9,-7.902434,3.603044,35.32849,35.62513,0.8063048,4.011395,3.388218,35.38569,35.7323,0.6263048,3.863075,3.517342,35.44682,35.85345,0.8963048,4.085555,3.567218,35.34909,35.66601,0.8063048,4.011395,3.534931,35.3277,35.62204,0.7163048,3.937235,3.608281,35.42445,35.80685,0.9413048,4.122635,3.617936,35.38567,35.73303,0.8963048,4.085555
34,-7.902434,3.601556,35.33108,35.6297,0.8062316,4.011335,3.386589,35.3887,35.73757,0.6262316,3.863015,3.515055,35.45039,35.85984,0.8962316,4.085495,3.565418,35.35187,35.67099,0.8062316,4.011335,3.533562,35.33026,35.62651,0.7162316,3.937175,3.606654,35.42778,35.81263,0.9412316,4.122575,3.616447,35.3887,35.73828,0.8962316,4.085495
34.1,-7.902434,3.600067,35.33368,35.63428,0.8061585,4.011275,3.384959,35.39173,35.74286,0.6261585,3.862955,3.512768,35.45399,35.86626,0.8961585,4.085435,3.563619,35.35466,35.67598,0.8061585,4.011275,3.532193,35.33282,35.63099,0.7161585,3.937115,3.605027,35.43112,35.81842,0.9411585,4.122515,3.614959,35.39173,35.74354,0.8961585,4.085435
34.2,-7.902434,3.598579,35.33629,35.63887,0.8060853,4.011214,3.38333,35.39477,35.74817,0.6260853,3.862894,3.510483,35.4576,35.87271,0.8960853,4.085374,3.56182,35.35748,35.68099,0.8060853,4.011214,3.530825,35.3354,35.63549,0.7160853,3.937054,3.603401,35.43448,35.82424,0.9410853,4.122454,3.613471,35.39478,35.74882,0.8960853,4.085374
34.3,-7.902434,3.597091,35.33892,35.64348,0.8060121,4.011154,3.381701,35.39782,35.7535,0.6260121,3.862834,3.508198,35.46124,35.87918,0.8960121,4.085314,3.560021,35.3603,35.68602,0.8060121,4.011154,3.529456,35.33799,35.64,0.7160121,3.936994,3.601774,35.43786,35.83007,0.9410121,4.122394,3.611982,35.39785,35.75412,0.8960121,4.085314
34.4,-7.902434,3.595603,35.34156,35.64811,0.805939,4.011094,3.380072,35.40089,35.75884,0.625939,3.862774,3.505913,35.4649,35.88567,0.895939,4.085254,3.558223,35.36315,35.69107,0.805939,4.011094,3.528088,35.3406,35.64452,0.715939,3.936934,3.600148,35.44125,35.83591,0.940939,4.122334,3.610494,35.40093,35.75943,0.895939,4.085254
34.5,-7.902434,3.594115,35.34422,35.65275,0.8058658,4.011033,3.378444,35.40398,35.7642,0.6258658,3.862713,3.50363,35.46858,35.89219,0.8958658,4.085193,3.556425,35.36601,35.69614,0.8058658,4.011033,3.52672,35.34322,35.64906,0.7158658,3.936873,3.598522,35.44466,35.84177,0.9408658,4.122273,3.609007,35.40402,35.76475,0.8958658,4.085193
34.6,-7.902434,3.592627,35.34689,35.6574,0.8057926,4.010973,3.376816,35.40708,35.76958,0.6257926,3.862653,3.501346,35.47228,35.89873,0.8957926,4.085133,3.554628,35.36888,35.70122,0.8057926,4.010973,3.525352,35.34585,35.65361,0.7157926,3.936813,3.596897,35.44808,35.84765,0.9407926,4.122213,3.607519,35.40713,35.77009,0.8957926,4.085133
34.7,-7.902434,3.59114,35.34957,35.66207,0.8057194,4.010913,3.375187,35.41019,35.77497,0.6257194,3.862593,3.499064,35.47599,35.90529,0.8957194,4.085073,3.55283,35.37177,35.70633,0.8057194,4.010913,3.523985,35.34849,35.65818,0.7157194,3.936753,3.595272,35.45152,35.85355,0.9407194,4.122153,3.606032,35.41026,35.77544,0.8957194,4.085073
34.8,-7.902434,3.589652,35.35227,35.66676,0.8056463,4.010853,3.37356,35.41333,35.78038,0.6256463,3.862533,3.496782,35.47973,35.91188,0.8956463,4.085013,3.551033,35.37468,35.71145,0.8056463,4.010853,3.522617,35.35115,35.66276,0.7156463,3.936693,3.593647,35.45498,35.85946,0.9406463,4.122093,3.604544,35.4134,35.78081,0.8956463,4.085013
34.9,-7.902434,3.588165,35.35498,35.67146,0.8055731,4.010792,3.371932,35.41647,35.7858,0.6255731,3.862472,3.4945,35.48349,35.91849,0.8955731,4.084952,3.549237,35.3776,35.7166,0.8055731,4.010792,3.52125,35.35382,35.66735,0.7155731,3.936632,3.592022,35.45845,35.86539,0.9405731,4.122032,3.603057,35.41655,35.7862,0.8955731,4.084952
35,0,3.924029,35.35771,35.6712,0.8055731,4.010792,3.767067,35.41963,35.7855,0.6255731,3.862472,3.948928,35.48727,35.91814,0.8955731,4.084952,3.904866,35.38054,35.71632,0.8055731,4.010792,3.857114,35.3565,35.66709,0.7155731,3.936632,4.026672,35.46194,35.86506,0.9405731,4.122032,3.998189,35.41971,35.7859,0.8955731,4.084952
35.1,0,3.924039,35.36036,35.67095,0.8055731,4.010792,3.76708,35.42271,35.7852,0.6255731,3.862472,3.948965,35.49095,35.91779,0.8955731,4.084952,3.904886,35.3834,35.71605,0.8055731,4.010792,3.857124,35.35911,35.66684,0.7155731,3.936632,4.026688,35.46533,35.86473,0.9405731,4.122032,3.998199,35.4228,35.7856,0.8955731,4.084952
35.2,0,3.924049,35.36294,35.67069,0.8055731,4.010792,3.767094,35.4257,35.78491,0.6255731,3.862472,3.949002,35.49453,35.91744,0.8955731,4.084952,3.904907,35.38618,35.71577,0.8055731,4.010792,3.857134,35.36165,35.66659,0.7155731,3.936632,4.026705,35.46863,35.8644,0.9405731,4.122032,3.998209,35.42579,35.7853,0.8955731,4.084952
35.3,0,3.924059,35.36544,35.67044,0.8055731,4.010792,3.767107,35.42861,35.78461,0.6255731,3.862472,3.94904,35.49801,35.91709,0.8955731,4.084952,3.904927,35.38889,35.7155,0.8055731,4.010792,3.857144,35.36412,35.66634,0.7155731,3.936632,4.026721,35.47184,35.86408,0.9405731,4.122032,3.998219,35.42871,35.78501,0.8955731,4.084952
35.4,0,3.924069,35.36788,35.67019,0.8055731,4.010792,3.76712,35.43144,35.78432,0.6255731,3.862472,3.949077,35.50139,35.91675,0.8955731,4.084952,3.904947,35.39152,35.71524,0.8055731,4.010792,3.857154,35.36652,35.6661,0.7155731,3.936632,4.026737,35.47496,35.86376,0.9405731,4.122032,3.998229,35.43154,35.78472,0.8955731,4.084952
35.5,0,3.924079,35.37025,35.66995,0.8055731,4.010792,3.767134,35.4342,35.78404,0.6255731,3.862472,3.949114,35.50468,35.91641,0.8955731,4.084952,3.904967,35.39408,35.71497,0.8055731,4.010792,3.857164,35.36885,35.66585,0.7155731,3.936632,4.026753,35.478,35.86344,0.9405731,4.122032,3.998239,35.4343,35.78443,0.8955731,4.084952
35.6,0,3.924089,35.37256,35.6697,0.8055731,4.010792,3.767147,35.43687,35.78375,0.6255731,3.862472,3.949152,35.50789,35.91608,0.8955731,4.084952,3.904987,35.39657,35.71471,0.8055731,4.010792,3.857175,35.37112,35.66561,0.7155731,3.936632,4.02677,35.48095,35.86313,0.9405731,4.122032,3.998249,35.43698,35.78414,0.8955731,4.084952
35.7,0,3.9241,35.37481,35.66946,0.8055731,4.010792,3.76716,35.43948,35.78347,0.6255731,3.862472,3.949189,35.511,35.91574,0.8955731,4.084952,3.905007,35.39899,35.71445,0.8055731,4.010792,3.857185,35.37333,35.66537,0.7155731,3.936632,4.026786,35.48382,35.86282,0.9405731,4.122032,3.99826,35.43959,35.78386,0.8955731,4.084952
35.8,0,3.92411,35.37699,35.66922,0.8055731,4.010792,3.767174,35.44201,35.78319,0.6255731,3.862472,3.949226,35.51403,35.91541,0.8955731,4.084952,3.905027,35.40135,35.7142,0.8055731,4.010792,3.857195,35.37548,35.66513,0.7155731,3.936632,4.026802,35.48662,35.86251,0.9405731,4.122032,3.99827,35.44213,35.78358,0.8955731,4.084952
35.9,0,3.92412,35.37911,35.66898,0.8055731,4.010792,3.767187,35.44448,35.78291,0.6255731,3.862472,3.949264,35.51698,35.91509,0.8955731,4.084952,3.905047,35.40364,35.71394,0.8055731,4.010792,3.857205,35.37757,35.66489,0.7155731,3.936632,4.026819,35.48934,35.8622,0.9405731,4.122032,3.99828,35.4446,35.7833,0.8955731,4.084952
36,0,3.92413,35.38118,35.66875,0.8055731,4.010792,3.7672,35.44687,35.78263,0.6255731,3.862472,3.949301,35.51984,35.91476,0.8955731,4.084952,3.905067,35.40587,35.71369,0.8055731,4.010792,3.857215,35.37961,35.66466,0.7155731,3.936632,4.026835,35.49198,35.8619,0.9405731,4.122032,3.99829,35.447,35.78303,0.8955731,4.084952
36.1,0,3.92414,35.38319,35.66851,0.8055731,4.010792,3.767214,35.4492,35.78236,0.6255731,3.862472,3.949338,35.52263,35.91444,0.8955731,4.084952,3.905087,35.40803,35.71344,0.8055731,4.010792,3.857226,35.38158,35.66443,0.7155731,3.936632,4.026851,35.49455,35.8616,0.9405731,4.122032,3.9983,35.44933,35.78275,0.8955731,4.084952
36.2,0,3.92415,35.38514,35.66828,0.8055731,4.010792,3.767227,35.45147,35.78209,0.6255731,3.862472,3.949375,35.52534,35.91412,0.8955731,4.084952,3.905108,35.41014,35.71319,0.8055731,4.010792,3.857236,35.3835,35.6642,0.7155731,3.936632,4.026867,35.49705,35.8613,0.9405731,4.122032,3.99831,35.4516,35.78248,0.8955731,4.084952
36.3,0,3.92416,35.38704,35.66805,0.8055731,4.010792,3.76724,35.45367,35.78182,0.6255731,3.862472,3.949413,35.52797,35.9138,0.8955731,4.084952,3.905128,35.41219,35.71294,0.8055731,4.010792,3.857246,35.38537,35.66397,0.7155731,3.936632,4.026884,35.49948,35.861,0.9405731,4.122032,3.99832,35.45381,35.78221,0.8955731,4.084952
36.4,0,3.92417,35.38889,35.66782,0.8055731,4.010792,3.767254,35.45581,35.78155,0.6255731,3.862472,3.94945,35.53054,35.91349,0.8955731,4.084952,3.905148,35.41418,35.7127,0.8055731,4.010792,3.857256,35.38719,35.66374,0.7155731,3.936632,4.0269,35.50184,35.8607,0.9405731,4.122032,3.99833,35.45595,35.78194,0.8955731,4.084952
36.5,0,3.92418,35.39068,35.66759,0.8055731,4.010792,3.767267,35.4579,35.78128,0.6255731,3.862472,3.949487,35.53303,35.91318,0.8955731,4.084952,3.905168,35.41612,35.71245,0.8055731,4.010792,3.857266,35.38896,35.66352,0.7155731,3.936632,4.026916,35.50414,35.86041,0.9405731,4.122032,3.99834,35.45804,35.78168,0.8955731,4.084952
36.6,0,3.92419,35.39243,35.66737,0.8055731,4.010792,3.76728,35.45992,35.78102,0.6255731,3.862472,3.949524,35.53545,35.91287,0.8955731,4.084952,3.905188,35.418,35.71221,0.8055731,4.010792,3.857276,35.39068,35.66329,0.7155731,3.936632,4.026932,35.50637,35.86012,0.9405731,4.122032,3.99835,35.46007,35.78141,0.8955731,4.084952
36.7,0,3.924201,35.39412,35.66714,0.8055731,4.010792,3.767294,35.46189,35.78076,0.6255731,3.862472,3.949562,35.53781,35.91256,0.8955731,4.084952,3.905208,35.41983,35.71197,0.8055731,4.010792,3.857287,35.39235,35.66307,0.7155731,3.936632,4.026949,35.50855,35.85983,0.9405731,4.122032,3.998361,35.46204,35.78115,0.8955731,4.084952
36.8,0,3.924211,35.39577,35.66692,0.8055731,4.010792,3.767307,35.46381,35.7805,0.6255731,3.862472,3.949599,35.5401,35.91225,0.8955731,4.084952,3.905228,35.42162,35.71173,0.8055731,4.010792,3.857297,35.39397,35.66285,0.7155731,3.936632,4.026965,35.51066,35.85955,0.9405731,4.122032,3.998371,35.46396,35.78089,0.8955731,4.084952
36.9,0,3.924221,35.39738,35.6667,0.8055731,4.010792,3.76732,35.46567,35.78024,0.6255731,3.862472,3.949636,35.54232,35.91195,0.8955731,4.084952,3.905248,35.42335,35.7115,0.8055731,4.010792,3.857307,35.39555,35.66263,0.7155731,3.936632,4.026981,35.51271,35.85926,0.9405731,4.122032,3.998381,35.46582,35.78063,0.8955731,4.084952
37,0,3.924231,35.39894,35.66648,0.8055731,4.010792,3.767333,35.46748,35.77998,0.6255731,3.862472,3.949673,35.54449,35.91165,0.8955731,4.084952,3.905268,35.42503,35.71126,0.8055731,4.010792,3.857317,35.39708,35.66241,0.7155731,3.936632,4.026997,35.5147,35.85898,0.9405731,4.122032,3.998391,35.46763,35.78037,0.8955731,4.084952
37.1,0,3.924241,35.40045,35.66626,0.8055731,4.010792,3.767347,35.46924,35.77973,0.6255731,3.862472,3.94971,35.54659,35.91135,0.8955731,4.084952,3.905288,35.42666,35.71103,0.8055731,4.010792,3.857327,35.39857,35.66219,0.7155731,3.936632,4.027014,35.51664,35.8587,0.9405731,4.122032,3.998401,35.4694,35.78012,0.8955731,4.084952
37.2,0,3.924251,35.40192,35.66604,0.8055731,4.010792,3.76736,35.47094,35.77948,0.6255731,3.862472,3.949747,35.54863,35.91105,0.8955731,4.084952,3.905308,35.42825,35.71079,0.8055731,4.010792,3.857338,35.40002,35.66198,0.7155731,3.936632,4.02703,35.51853,35.85842,0.9405731,4.122032,3.998411,35.47111,35.77987,0.8955731,4.084952
37.3,0,3.924261,35.40336,35.66583,0.8055731,4.010792,3.767373,35.4726,35.77922,0.6255731,3.862472,3.949785,35.55062,35.91075,0.8955731,4.084952,3.905328,35.4298,35.71056,0.8055731,4.010792,3.857348,35.40143,35.66177,0.7155731,3.936632,4.027046,35.52036,35.85814,0.9405731,4.122032,3.998421,35.47277,35.77961,0.8955731,4.084952
37.4,0,3.924271,35.40475,35.66561,0.8055731,4.010792,3.767387,35.47422,35.77897,0.6255731,3.862472,3.949822,35.55255,35.91046,0.8955731,4.084952,3.905348,35.4313,35.71034,0.8055731,4.010792,3.857358,35.4028,35.66155,0.7155731,3.936632,4.027062,35.52214,35.85787,0.9405731,4.122032,3.998431,35.47439,35.77936,0.8955731,4.084952
37.5,0,3.924281,35.4061,35.6654,0.8055731,4.010792,3.7674,35.47579,35.77873,0.6255731,3.862472,3.949859,35.55443,35.91017,0.8955731,4.084952,3.905368,35.43276,35.71011,0.8055731,4.010792,3.857368,35.40413,35.66134,0.7155731,3.936632,4.027079,35.52387,35.85759,0.9405731,4.122032,3.998441,35.47596,35.77912,0.8955731,4.084952
37.6,0,3.924291,35.40741,35.66519,0.8055731,4.010792,3.767413,35.47731,35.77848,0.6255731,3.862472,3.949896,35.55625,35.90988,0.8955731,4.084952,3.905388,35.43418,35.70988,0.8055731,4.010792,3.857378,35.40543,35.66113,0.7155731,3.936632,4.027095,35.52555,35.85732,0.9405731,4.122032,3.998451,35.47749,35.77887,0.8955731,4.084952
37.7,0,3.924301,35.40869,35.66498,0.8055731,4.010792,3.767427,35.47879,35.77823,0.6255731,3.862472,3.949933,35.55803,35.90959,0.8955731,4.084952,3.905408,35.43556,35.70966,0.8055731,4.010792,3.857388,35.40668,35.66092,0.7155731,3.936632,4.027111,35.52719,35.85705,0.9405731,4.122032,3.998461,35.47897,35.77862,0.8955731,4.084952
37.8,0,3.924312,35.40993,35.66477,0.8055731,4.010792,3.76744,35.48023,35.77799,0.6255731,3.862472,3.94997,35.55975,35.9093,0.8955731,4.084952,3.905428,35.43689,35.70943,0.8055731,4.010792,3.857398,35.4079,35.66072,0.7155731,3.936632,4.027127,35.52877,35.85678,0.9405731,4.122032,3.998472,35.48041,35.77838,0.8955731,4.084952
37.9,0,3.924322,35.41114,35.66456,0.8055731,4.010792,3.767453,35.48163,35.77775,0.6255731,3.862472,3.950007,35.56142,35.90902,0.8955731,4.084952,3.905448,35.4382,35.70921,0.8055731,4.010792,3.857409,35.40909,35.66051,0.7155731,3.936632,4.027144,35.53032,35.85651,0.9405731,4.122032,3.998482,35.48181,35.77813,0.8955731,4.084952
38,0,3.924332,35.41231,35.66436,0.8055731,4.010792,3.767466,35.48299,35.7775,0.6255731,3.862472,3.950044,35.56305,35.90874,0.8955731,4.084952,3.905468,35.43946,35.70899,0.8055731,4.010792,3.857419,35.41024,35.66031,0.7155731,3.936632,4.02716,35.53181,35.85625,0.9405731,4.122032,3.998492,35.48317,35.77789,0.8955731,4.084952
38.1,0,3.924342,35.41344,35.66415,0.8055731,4.010792,3.76748,35.48431,35.77726,0.6255731,3.862472,3.950081,35.56463,35.90845,0.8955731,4.084952,3.905488,35.44069,35.70877,0.8055731,4.010792,3.857429,35.41136,35.6601,0.7155731,3.936632,4.027176,35.53327,35.85598,0.9405731,4.122032,3.998502,35.48449,35.77765,0.8955731,4.084952
38.2,0,3.924352,35.41455,35.66395,0.8055731,4.010792,3.767493,35.48559,35.77703,0.6255731,3.862472,3.950118,35.56616,35.90817,0.8955731,4.084952,3.905508,35.44188,35.70855,0.8055731,4.010792,3.857439,35.41244,35.6599,0.7155731,3.936632,4.027192,35.53468,35.85572,0.9405731,4.122032,3.998512,35.48577,35.77741,0.8955731,4.084952
38.3,0,3.924362,35.41562,35.66374,0.8055731,4.010792,3.767506,35.48683,35.77679,0.6255731,3.862472,3.950156,35.56765,35.90789,0.8955731,4.084952,3.905528,35.44304,35.70833,0.8055731,4.010792,3.857449,35.4135,35.6597,0.7155731,3.936632,4.027208,35.53605,35.85546,0.9405731,4.122032,3.998522,35.48702,35.77718,0.8955731,4.084952
38.4,0,3.924372,35.41666,35.66354,0.8055731,4.010792,3.76752,35.48804,35.77655,0.6255731,3.862472,3.950193,35.5691,35.90762,0.8955731,4.084952,3.905548,35.44416,35.70812,0.8055731,4.010792,3.857459,35.41453,35.6595,0.7155731,3.936632,4.027225,35.53739,35.8552,0.9405731,4.122032,3.998532,35.48823,35.77694,0.8955731,4.084952
38.5,0,3.924382,35.41767,35.66334,0.8055731,4.010792,3.767533,35.48921,35.77632,0.6255731,3.862472,3.95023,35.5705,35.90734,0.8955731,4.084952,3.905568,35.44525,35.7079,0.8055731,4.010792,3.85747,35.41552,35.6593,0.7155731,3.936632,4.027241,35.53868,35.85494,0.9405731,4.122032,3.998542,35.48941,35.7767,0.8955731,4.084952
38.6,0,3.924392,35.41866,35.66314,0.8055731,4.010792,3.767546,35.49035,35.77608,0.6255731,3.862472,3.950267,35.57187,35.90707,0.8955731,4.084952,3.905588,35.44631,35.70769,0.8055731,4.010792,3.85748,35.41649,35.6591,0.7155731,3.936632,4.027257,35.53994,35.85468,0.9405731,4.122032,3.998552,35.49055,35.77647,0.8955731,4.084952
38.7,0,3.924402,35.41961,35.66294,0.8055731,4.010792,3.767559,35.49146,35.77585,0.6255731,3.862472,3.950304,35.57319,35.90679,0.8955731,4.084952,3.905608,35.44734,35.70747,0.8055731,4.010792,3.85749,35.41743,35.6589,0.7155731,3.936632,4.027273,35.54116,35.85442,0.9405731,4.122032,3.998562,35.49166,35.77624,0.8955731,4.084952
38.8,0,3.924412,35.42054,35.66274,0.8055731,4.010792,3.767573,35.49253,35.77562,0.6255731,3.862472,3.950341,35.57448,35.90652,0.8955731,4.084952,3.905628,35.44834,35.70726,0.8055731,4.010792,3.8575,35.41834,35.6587,0.7155731,3.936632,4.027289,35.54234,35.85417,0.9405731,4.122032,3.998572,35.49273,35.776,0.8955731,4.084952
38.9,0,3.924422,35.42144,35.66254,0.8055731,4.010792,3.767586,35.49358,35.77539,0.6255731,3.862472,3.950378,35.57573,35.90625,0.8955731,4.084952,3.905648,35.44931,35.70705,0.8055731,4.010792,3.85751,35.41922,35.65851,0.7155731,3.936632,4.027306,35.54349,35.85391,0.9405731,4.122032,3.998582,35.49378,35.77577,0.8955731,4.084952
39,0,3.924432,35.42231,35.66235,0.8055731,4.010792,3.767599,35.49459,35.77516,0.6255731,3.862472,3.950415,35.57694,35.90598,0.8955731,4.084952,3.905668,35.45026,35.70684,0.8055731,4.010792,3.85752,35.42008,35.65831,0.7155731,3.936632,4.027322,35.54461,35.85366,0.9405731,4.122032,3.998592,35.49479,35.77554,0.8955731,4.084952
39.1,0,3.924442,35.42315,35.66215,0.8055731,4.010792,3.767612,35.49557,35.77493,0.6255731,3.862472,3.950451,35.57811,35.90571,0.8955731,4.084952,3.905688,35.45117,35.70663,0.8055731,4.010792,3.85753,35.42091,35.65812,0.7155731,3.936632,4.027338,35.54569,35.85341,0.9405731,4.122032,3.998602,35.49577,35.77531,0.8955731,4.084952
39.2,0,3.924453,35.42398,35.66196,0.8055731,4.010792,3.767626,35.49652,35.7747,0.6255731,3.862472,3.950488,35.57926,35.90544,0.8955731,4.084952,3.905708,35.45206,35.70642,0.8055731,4.010792,3.857541,35.42172,35.65792,0.7155731,3.936632,4.027354,35.54674,35.85316,0.9405731,4.122032,3.998613,35.49673,35.77509,0.8955731,4.084952
39.3,0,3.924463,35.42477,35.66176,0.8055731,4.010792,3.767639,35.49745,35.77447,0.6255731,3.862472,3.950525,35.58036,35.90518,0.8955731,4.084952,3.905728,35.45292,35.70622,0.8055731,4.010792,3.857551,35.4225,35.65773,0.7155731,3.936632,4.02737,35.54776,35.85291,0.9405731,4.122032,3.998623,35.49765,35.77486,0.8955731,4.084952
